row_index,file_name,object_id,image_path,gt_mask_path,point_x,point_y,sam_score,iou,mask_output_path,visualization_output_path,device,model_type,category_name,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,area,bbox_w,bbox_h
3666,000245.png,4295,data/cogar_sim_500/rgb/000245.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004295_img_000245_cat_plastic_object.png,450.0,131.0,0.8323155641555786,0.7681159420289855,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3666_object_4295_sam_point_mask.png,,cuda,vit_b,plastic_object,reflective_metal,1,0,1,1,0,359.0,70.0,14.0
3667,000245.png,4296,data/cogar_sim_500/rgb/000245.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004296_img_000245_cat_robot_gripper.png,361.0,86.0,0.9636024832725524,0.7323297741991949,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3667_object_4296_sam_point_mask.png,,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,21270.0,299.0,86.0
3668,000245.png,4297,data/cogar_sim_500/rgb/000245.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004297_img_000245_cat_robot_gripper.png,308.0,146.0,0.6056504845619202,0.4213934792317999,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3668_object_4297_sam_point_mask.png,,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,4877.0,40.0,198.0
3669,000245.png,4298,data/cogar_sim_500/rgb/000245.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004298_img_000245_cat_robot_gripper.png,404.0,164.0,0.8702372908592224,0.0995962314939434,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3669_object_4298_sam_point_mask.png,,cuda,vit_b,robot_gripper,reflective_metal,1,0,1,1,0,2871.0,41.0,161.0
3670,000246.png,4301,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004301_img_000246_cat_plastic_object.png,349.0,39.0,0.8464337587356567,0.9518072289156626,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3670_object_4301_sam_point_mask.png,,cuda,vit_b,plastic_object,transparent_glass,1,1,0,1,0,1463.0,35.0,72.0
3671,000246.png,4302,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004302_img_000246_cat_glass_object.png,177.0,135.0,0.7183670401573181,0.629504157684016,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3671_object_4302_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,12988.0,143.0,155.0
3672,000246.png,4303,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004303_img_000246_cat_connector.png,310.0,245.0,0.9135658144950868,0.8188787733588884,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3672_object_4303_sam_point_mask.png,,cuda,vit_b,connector,transparent_glass,1,1,0,1,0,1734.0,70.0,57.0
3673,000246.png,4304,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004304_img_000246_cat_glass_object.png,507.0,249.0,0.8071466684341431,0.6168633422154549,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3673_object_4304_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,5254.0,108.0,87.0
3674,000246.png,4305,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004305_img_000246_cat_glass_object.png,58.0,377.0,0.6895092725753784,0.5822437597147299,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3674_object_4305_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,10937.0,130.0,123.0
3675,000246.png,4306,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004306_img_000246_cat_plastic_object.png,429.0,341.0,0.9697601795196532,0.973115137346581,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3675_object_4306_sam_point_mask.png,,cuda,vit_b,plastic_object,transparent_glass,1,1,0,1,0,1692.0,47.0,44.0
3676,000246.png,4307,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004307_img_000246_cat_plastic_object.png,151.0,423.0,0.9488126039505004,0.9845440494590416,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3676_object_4307_sam_point_mask.png,,cuda,vit_b,plastic_object,transparent_glass,1,1,0,1,0,5176.0,81.0,68.0
3677,000246.png,4308,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004308_img_000246_cat_metal_part.png,154.0,311.0,0.9156802892684937,0.9613608748481166,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3677_object_4308_sam_point_mask.png,,cuda,vit_b,metal_part,transparent_glass,1,1,0,1,0,4111.0,88.0,77.0
3678,000246.png,4310,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004310_img_000246_cat_plastic_object.png,480.0,141.0,0.9547064304351808,0.9434687156970364,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3678_object_4310_sam_point_mask.png,,cuda,vit_b,plastic_object,transparent_glass,1,1,0,1,0,5278.0,100.0,110.0
3679,000246.png,4311,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004311_img_000246_cat_metal_part.png,260.0,341.0,0.8230178356170654,0.956959706959707,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3679_object_4311_sam_point_mask.png,,cuda,vit_b,metal_part,transparent_glass,1,1,0,1,0,4357.0,88.0,79.0
3680,000246.png,4312,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004312_img_000246_cat_glass_object.png,181.0,363.0,0.9128090143203736,0.9449752883031302,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3680_object_4312_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,6056.0,110.0,76.0
3681,000246.png,4313,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004313_img_000246_cat_glass_object.png,541.0,172.0,0.7659776210784912,0.5336247086247087,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3681_object_4313_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,9512.0,144.0,131.0
3682,000246.png,4314,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004314_img_000246_cat_cable.png,374.0,163.0,0.9036307334899902,0.8998073217726397,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3682_object_4314_sam_point_mask.png,,cuda,vit_b,cable,transparent_glass,1,1,0,1,0,2402.0,132.0,219.0
3683,000246.png,4315,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004315_img_000246_cat_glass_object.png,392.0,56.0,0.695060133934021,0.6496023856858847,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3683_object_4315_sam_point_mask.png,,cuda,vit_b,glass_object,transparent_glass,1,1,0,1,0,7340.0,83.0,118.0
3684,000246.png,4316,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004316_img_000246_cat_box.png,225.0,266.0,0.9678460359573364,0.9835914938304016,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3684_object_4316_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,0,1,0,7607.0,100.0,118.0
3685,000246.png,4317,data/cogar_sim_500/rgb/000246.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004317_img_000246_cat_box.png,343.0,383.0,0.9434826970100404,0.9851639770952628,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3685_object_4317_sam_point_mask.png,,cuda,vit_b,box,transparent_glass,1,1,0,1,0,11515.0,152.0,139.0
3686,000247.png,4320,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004320_img_000247_cat_plastic_object.png,243.0,389.0,0.8992410898208618,0.985,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3686_object_4320_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,0,1,1,0,3787.0,68.0,78.0
3687,000247.png,4321,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004321_img_000247_cat_plastic_object.png,275.0,336.0,0.9685605764389038,0.97607421875,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3687_object_4321_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,0,1,1,0,2021.0,56.0,59.0
3688,000247.png,4322,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004322_img_000247_cat_connector.png,299.0,159.0,0.9260265231132508,0.9336675665252604,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3688_object_4322_sam_point_mask.png,,cuda,vit_b,connector,partial_occlusion,1,0,1,1,0,2434.0,51.0,76.0
3689,000247.png,4324,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004324_img_000247_cat_cable.png,251.0,342.0,0.515854001045227,0.4631161098246775,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3689_object_4324_sam_point_mask.png,,cuda,vit_b,cable,partial_occlusion,1,0,1,1,0,2896.0,212.0,270.0
3690,000247.png,4325,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004325_img_000247_cat_plastic_object.png,533.0,446.0,0.8733721971511841,0.9704933148916552,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3690_object_4325_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,0,1,1,0,4297.0,98.0,73.0
3691,000247.png,4326,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004326_img_000247_cat_plastic_object.png,380.0,448.0,0.856429934501648,0.9455578821417888,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3691_object_4326_sam_point_mask.png,,cuda,vit_b,plastic_object,partial_occlusion,1,0,1,1,0,3242.0,65.0,64.0
3692,000247.png,4327,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004327_img_000247_cat_metal_part.png,429.0,340.0,1.0065776109695437,0.9511111111111112,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3692_object_4327_sam_point_mask.png,,cuda,vit_b,metal_part,partial_occlusion,1,0,1,1,0,1340.0,70.0,48.0
3693,000247.png,4328,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004328_img_000247_cat_cable.png,479.0,201.0,0.7129921913146973,0.8548109965635738,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3693_object_4328_sam_point_mask.png,,cuda,vit_b,cable,partial_occlusion,1,0,1,1,0,1036.0,139.0,48.0
3694,000247.png,4329,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004329_img_000247_cat_tool.png,477.0,189.0,0.8349730968475342,0.9033420707732636,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3694_object_4329_sam_point_mask.png,,cuda,vit_b,tool,partial_occlusion,1,0,1,1,0,2891.0,199.0,57.0
3695,000247.png,4330,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004330_img_000247_cat_cable.png,172.0,226.0,0.9540207386016846,0.7832132685541967,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3695_object_4330_sam_point_mask.png,,cuda,vit_b,cable,partial_occlusion,1,0,1,1,0,4763.0,237.0,345.0
3696,000247.png,4331,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004331_img_000247_cat_connector.png,405.0,411.0,0.8511768579483032,0.8438202247191011,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3696_object_4331_sam_point_mask.png,,cuda,vit_b,connector,partial_occlusion,1,0,1,1,0,858.0,52.0,35.0
3697,000247.png,4332,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004332_img_000247_cat_robot_gripper.png,383.0,211.0,0.9573118686676024,0.8534257401665755,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3697_object_4332_sam_point_mask.png,,cuda,vit_b,robot_gripper,partial_occlusion,1,0,1,1,0,14291.0,171.0,254.0
3698,000247.png,4333,data/cogar_sim_500/rgb/000247.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004333_img_000247_cat_robot_gripper.png,398.0,156.0,0.9563007950782776,0.8943533697632058,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3698_object_4333_sam_point_mask.png,,cuda,vit_b,robot_gripper,partial_occlusion,1,0,1,1,0,1629.0,52.0,55.0
3699,000248.png,4336,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004336_img_000248_cat_screw.png,297.0,338.0,0.8814529180526733,0.9460043196544276,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3699_object_4336_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,461.0,28.0,25.0
3700,000248.png,4337,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004337_img_000248_cat_screw.png,380.0,58.0,0.8755057454109192,0.9171974522292994,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3700_object_4337_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,301.0,20.0,23.0
3701,000248.png,4338,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004338_img_000248_cat_connector.png,420.0,143.0,0.8432914614677429,0.89086859688196,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3701_object_4338_sam_point_mask.png,,cuda,vit_b,connector,small_parts,1,0,1,1,0,1234.0,47.0,51.0
3702,000248.png,4340,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004340_img_000248_cat_screw.png,267.0,362.0,0.9363013505935668,0.933920704845815,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3702_object_4340_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,227.0,17.0,21.0
3703,000248.png,4341,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004341_img_000248_cat_plastic_object.png,116.0,328.0,0.9459654092788696,0.9790176442536958,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3703_object_4341_sam_point_mask.png,,cuda,vit_b,plastic_object,small_parts,1,0,1,1,0,2087.0,52.0,51.0
3704,000248.png,4342,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004342_img_000248_cat_metal_part.png,149.0,276.0,0.9108466506004332,0.8970436220798015,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3704_object_4342_sam_point_mask.png,,cuda,vit_b,metal_part,small_parts,1,0,1,1,0,4826.0,106.0,86.0
3705,000248.png,4343,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004343_img_000248_cat_screw.png,143.0,346.0,0.9344406127929688,0.943502824858757,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3705_object_4343_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,172.0,16.0,15.0
3706,000248.png,4344,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004344_img_000248_cat_plastic_object.png,235.0,392.0,0.932181179523468,0.9743380855397148,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3706_object_4344_sam_point_mask.png,,cuda,vit_b,plastic_object,small_parts,1,0,1,1,0,2428.0,68.0,51.0
3707,000248.png,4345,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004345_img_000248_cat_screw.png,166.0,334.0,0.9197336435317992,0.941747572815534,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3707_object_4345_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,201.0,22.0,14.0
3708,000248.png,4346,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004346_img_000248_cat_connector.png,204.0,257.0,0.9051300287246704,0.75,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3708_object_4346_sam_point_mask.png,,cuda,vit_b,connector,small_parts,1,0,1,1,0,164.0,39.0,28.0
3709,000248.png,4347,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004347_img_000248_cat_connector.png,467.0,276.0,0.8928192853927612,0.9755794701986756,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3709_object_4347_sam_point_mask.png,,cuda,vit_b,connector,small_parts,1,0,1,1,0,2385.0,92.0,54.0
3710,000248.png,4348,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004348_img_000248_cat_screw.png,193.0,281.0,0.963658094406128,0.9723756906077348,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3710_object_4348_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,179.0,17.0,14.0
3711,000248.png,4349,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004349_img_000248_cat_screw.png,185.0,326.0,0.9039576053619384,0.9629629629629628,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3711_object_4349_sam_point_mask.png,,cuda,vit_b,screw,small_parts,1,0,1,1,0,215.0,18.0,21.0
3712,000248.png,4350,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004350_img_000248_cat_connector.png,489.0,330.0,0.951066553592682,0.966789667896679,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3712_object_4350_sam_point_mask.png,,cuda,vit_b,connector,small_parts,1,0,1,1,0,531.0,29.0,32.0
3713,000248.png,4351,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004351_img_000248_cat_cable.png,164.0,121.0,0.8963071703910828,0.6812217681221768,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3713_object_4351_sam_point_mask.png,,cuda,vit_b,cable,small_parts,1,0,1,1,0,3372.0,304.0,99.0
3714,000248.png,4352,data/cogar_sim_500/rgb/000248.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004352_img_000248_cat_connector.png,399.0,217.0,0.9823771119117736,0.9831338411316648,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_point_clean/masks/row_3714_object_4352_sam_point_mask.png,,cuda,vit_b,connector,small_parts,1,0,1,1,0,1826.0,23.0,80.0
