row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,device,model_type,category_name,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,area,bbox_w,bbox_h,bbox_area,visible_ratio
3745,000237.png,4135,data/cogar_sim_500/rgb/000237.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004135_img_000237_cat_connector.png,409.0,191.0,439.0,228.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3745_object_4135_sam_mask.png,,0.973228931427002,0.962457337883959,cuda,vit_b,connector,partial_occlusion,1,1,1,1,0,864.0,30.0,37.0,1110.0,0.7783783783783784
3746,000237.png,4136,data/cogar_sim_500/rgb/000237.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004136_img_000237_cat_robot_gripper.png,116.0,118.0,535.0,202.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3746_object_4136_sam_mask.png,,0.961298942565918,0.8125255972696246,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,25897.0,419.0,84.0,35196.0,0.7357938402091146
3747,000237.png,4137,data/cogar_sim_500/rgb/000237.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004137_img_000237_cat_robot_gripper.png,360.0,151.0,409.0,216.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3747_object_4137_sam_mask.png,,0.950993001461029,0.2152896811792937,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,2630.0,49.0,65.0,3185.0,0.82574568288854
3748,000237.png,4138,data/cogar_sim_500/rgb/000237.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004138_img_000237_cat_robot_gripper.png,248.0,164.0,295.0,228.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3748_object_4138_sam_mask.png,,0.8825365304946899,0.8323609490470634,cuda,vit_b,robot_gripper,partial_occlusion,1,1,1,1,0,2562.0,47.0,64.0,3008.0,0.8517287234042553
3749,000238.png,4141,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004141_img_000238_cat_box.png,195.0,122.0,214.0,171.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3749_object_4141_sam_mask.png,,0.9588143229484558,0.959731543624161,cuda,vit_b,box,small_parts,1,0,0,1,0,590.0,19.0,49.0,931.0,0.6337271750805585
3750,000238.png,4142,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004142_img_000238_cat_connector.png,543.0,256.0,594.0,342.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3750_object_4142_sam_mask.png,,0.9780512452125548,0.979135167825824,cuda,vit_b,connector,small_parts,1,0,0,1,0,3296.0,51.0,86.0,4386.0,0.7514819881440948
3751,000238.png,4143,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004143_img_000238_cat_connector.png,71.0,202.0,112.0,264.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3751_object_4143_sam_mask.png,,0.9736534357070924,0.962874821513565,cuda,vit_b,connector,small_parts,1,0,0,1,0,2068.0,41.0,62.0,2542.0,0.8135326514555468
3752,000238.png,4144,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004144_img_000238_cat_screw.png,315.0,235.0,345.0,257.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3752_object_4144_sam_mask.png,,0.9200097918510436,0.8934426229508197,cuda,vit_b,screw,small_parts,1,0,0,1,0,565.0,30.0,22.0,660.0,0.8560606060606061
3753,000238.png,4145,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004145_img_000238_cat_screw.png,343.0,327.0,365.0,359.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3753_object_4145_sam_mask.png,,0.96613347530365,0.9585253456221198,cuda,vit_b,screw,small_parts,1,0,0,1,0,430.0,22.0,32.0,704.0,0.6107954545454546
3754,000238.png,4146,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004146_img_000238_cat_connector.png,202.0,169.0,228.0,192.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3754_object_4146_sam_mask.png,,0.948919951915741,0.8774834437086093,cuda,vit_b,connector,small_parts,1,0,0,1,0,279.0,26.0,23.0,598.0,0.4665551839464883
3755,000238.png,4147,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004147_img_000238_cat_metal_part.png,148.0,173.0,263.0,279.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3755_object_4147_sam_mask.png,,0.983022928237915,0.9842677345537756,cuda,vit_b,metal_part,small_parts,1,0,0,1,0,6987.0,115.0,106.0,12190.0,0.5731747333880229
3756,000238.png,4148,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004148_img_000238_cat_screw.png,421.0,288.0,443.0,315.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3756_object_4148_sam_mask.png,,0.9552369117736816,0.952127659574468,cuda,vit_b,screw,small_parts,1,0,0,1,0,367.0,22.0,27.0,594.0,0.6178451178451179
3757,000238.png,4149,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004149_img_000238_cat_connector.png,280.0,147.0,353.0,197.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3757_object_4149_sam_mask.png,,0.9771073460578918,0.9812663919070812,cuda,vit_b,connector,small_parts,1,0,0,1,0,2628.0,73.0,50.0,3650.0,0.72
3758,000238.png,4150,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004150_img_000238_cat_screw.png,476.0,359.0,513.0,394.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3758_object_4150_sam_mask.png,,0.9728596806526184,0.9402985074626866,cuda,vit_b,screw,small_parts,1,0,0,1,0,724.0,37.0,35.0,1295.0,0.5590733590733591
3759,000238.png,4151,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004151_img_000238_cat_screw.png,176.0,308.0,208.0,331.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3759_object_4151_sam_mask.png,,0.9728442430496216,0.9440894568690096,cuda,vit_b,screw,small_parts,1,0,0,1,0,626.0,32.0,23.0,736.0,0.8505434782608695
3760,000238.png,4152,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004152_img_000238_cat_connector.png,220.0,97.0,257.0,136.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3760_object_4152_sam_mask.png,,0.9700363874435424,0.962037962037962,cuda,vit_b,connector,small_parts,1,0,0,1,0,971.0,37.0,39.0,1443.0,0.6729036729036729
3761,000238.png,4153,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004153_img_000238_cat_screw.png,532.0,276.0,546.0,302.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3761_object_4153_sam_mask.png,,0.955635905265808,0.9120370370370372,cuda,vit_b,screw,small_parts,1,0,0,1,0,201.0,14.0,26.0,364.0,0.5521978021978022
3762,000238.png,4154,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004154_img_000238_cat_connector.png,254.0,131.0,295.0,162.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3762_object_4154_sam_mask.png,,0.9685438871383668,0.942643391521197,cuda,vit_b,connector,small_parts,1,0,0,1,0,797.0,41.0,31.0,1271.0,0.6270653029110936
3763,000238.png,4155,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004155_img_000238_cat_metal_part.png,383.0,134.0,437.0,192.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3763_object_4155_sam_mask.png,,0.9773768186569214,0.9694410936871732,cuda,vit_b,metal_part,small_parts,1,0,0,1,0,2486.0,54.0,58.0,3132.0,0.7937420178799489
3764,000238.png,4156,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004156_img_000238_cat_box.png,0.0,53.0,195.0,227.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3764_object_4156_sam_mask.png,,0.9934273362159728,0.975016084066052,cuda,vit_b,box,small_parts,1,0,0,1,0,18605.0,195.0,174.0,33930.0,0.5483348069554966
3765,000238.png,4157,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004157_img_000238_cat_connector.png,220.0,154.0,281.0,207.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3765_object_4157_sam_mask.png,,0.9653342366218568,0.9503407984420644,cuda,vit_b,connector,small_parts,1,0,0,1,0,2025.0,61.0,53.0,3233.0,0.6263532322919889
3766,000238.png,4158,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004158_img_000238_cat_cable.png,0.0,178.0,238.0,200.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3766_object_4158_sam_mask.png,,0.8769160509109497,0.64,cuda,vit_b,cable,small_parts,1,0,0,1,0,792.0,238.0,22.0,5236.0,0.15126050420168066
3767,000238.png,4159,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004159_img_000238_cat_screw.png,352.0,188.0,372.0,210.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3767_object_4159_sam_mask.png,,0.953222393989563,0.8966666666666666,cuda,vit_b,screw,small_parts,1,0,0,1,0,272.0,20.0,22.0,440.0,0.6181818181818182
3768,000238.png,4160,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004160_img_000238_cat_screw.png,42.0,201.0,66.0,218.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3768_object_4160_sam_mask.png,,0.8687319755554199,0.9084967320261438,cuda,vit_b,screw,small_parts,1,0,0,1,0,287.0,24.0,17.0,408.0,0.7034313725490197
3769,000238.png,4161,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004161_img_000238_cat_connector.png,195.0,111.0,218.0,144.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3769_object_4161_sam_mask.png,,0.9527553915977478,0.927536231884058,cuda,vit_b,connector,small_parts,1,0,0,1,0,414.0,23.0,33.0,759.0,0.5454545454545454
3770,000238.png,4162,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004162_img_000238_cat_screw.png,328.0,411.0,349.0,450.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3770_object_4162_sam_mask.png,,0.9752947688102722,0.9529411764705882,cuda,vit_b,screw,small_parts,1,0,0,1,0,587.0,21.0,39.0,819.0,0.7167277167277167
3771,000238.png,4163,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004163_img_000238_cat_box.png,116.0,109.0,203.0,267.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3771_object_4163_sam_mask.png,,0.9760900139808656,0.921443736730361,cuda,vit_b,box,small_parts,1,0,0,1,0,8948.0,87.0,158.0,13746.0,0.650953004510403
3772,000238.png,4164,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004164_img_000238_cat_screw.png,526.0,227.0,550.0,247.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3772_object_4164_sam_mask.png,,0.9621209502220154,0.9473684210526316,cuda,vit_b,screw,small_parts,1,0,0,1,0,311.0,24.0,20.0,480.0,0.6479166666666667
3773,000238.png,4165,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004165_img_000238_cat_screw.png,333.0,198.0,361.0,230.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3773_object_4165_sam_mask.png,,0.9528703689575196,0.9096385542168676,cuda,vit_b,screw,small_parts,1,0,0,1,0,496.0,28.0,32.0,896.0,0.5535714285714286
3774,000238.png,4166,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004166_img_000238_cat_screw.png,478.0,309.0,505.0,341.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3774_object_4166_sam_mask.png,,0.9607858061790466,0.9601769911504424,cuda,vit_b,screw,small_parts,1,0,0,1,0,662.0,27.0,32.0,864.0,0.7662037037037037
3775,000238.png,4167,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004167_img_000238_cat_metal_part.png,516.0,320.0,570.0,380.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3775_object_4167_sam_mask.png,,0.9784767627716064,0.9842395587076438,cuda,vit_b,metal_part,small_parts,1,0,0,1,0,2534.0,54.0,60.0,3240.0,0.7820987654320988
3776,000238.png,4168,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004168_img_000238_cat_connector.png,482.0,259.0,550.0,345.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3776_object_4168_sam_mask.png,,0.958916425704956,0.9432456399645284,cuda,vit_b,connector,small_parts,1,0,0,1,0,3367.0,68.0,86.0,5848.0,0.5757523939808481
3777,000238.png,4169,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004169_img_000238_cat_screw.png,307.0,232.0,324.0,250.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3777_object_4169_sam_mask.png,,0.894081711769104,0.6833333333333333,cuda,vit_b,screw,small_parts,1,0,0,1,0,141.0,17.0,18.0,306.0,0.46078431372549017
3778,000238.png,4170,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004170_img_000238_cat_connector.png,280.0,239.0,327.0,292.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3778_object_4170_sam_mask.png,,0.978783130645752,0.9753224901850812,cuda,vit_b,connector,small_parts,1,0,0,1,0,1748.0,47.0,53.0,2491.0,0.7017262143717382
3779,000238.png,4171,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004171_img_000238_cat_metal_part.png,398.0,146.0,557.0,285.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3779_object_4171_sam_mask.png,,0.993541955947876,0.9801919385796544,cuda,vit_b,metal_part,small_parts,1,0,0,1,0,12987.0,159.0,139.0,22101.0,0.5876204696620062
3780,000238.png,4172,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004172_img_000238_cat_screw.png,46.0,197.0,73.0,217.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3780_object_4172_sam_mask.png,,0.9436780214309692,0.4142581888246628,cuda,vit_b,screw,small_parts,1,0,0,1,0,222.0,27.0,20.0,540.0,0.4111111111111111
3781,000238.png,4173,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004173_img_000238_cat_screw.png,242.0,257.0,273.0,288.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3781_object_4173_sam_mask.png,,0.9609155654907228,0.9686924493554327,cuda,vit_b,screw,small_parts,1,0,0,1,0,542.0,31.0,31.0,961.0,0.5639958376690947
3782,000238.png,4174,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004174_img_000238_cat_screw.png,283.0,235.0,300.0,244.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3782_object_4174_sam_mask.png,,0.9582390189170836,0.926605504587156,cuda,vit_b,screw,small_parts,1,0,0,1,0,108.0,17.0,9.0,153.0,0.7058823529411765
3783,000238.png,4175,data/cogar_sim_500/rgb/000238.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004175_img_000238_cat_screw.png,279.0,116.0,293.0,139.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3783_object_4175_sam_mask.png,,0.9669496417045592,0.903448275862069,cuda,vit_b,screw,small_parts,1,0,0,1,0,290.0,14.0,23.0,322.0,0.9006211180124224
3784,000239.png,4177,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004177_img_000239_cat_plastic_object.png,298.0,157.0,347.0,200.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3784_object_4177_sam_mask.png,,0.9814091324806212,0.973445143256464,cuda,vit_b,plastic_object,dynamic_scene,1,1,0,1,1,1417.0,49.0,43.0,2107.0,0.6725201708590413
3785,000239.png,4178,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004178_img_000239_cat_cable.png,243.0,215.0,308.0,480.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3785_object_4178_sam_mask.png,,0.7735252380371094,0.8496129745669001,cuda,vit_b,cable,dynamic_scene,1,1,0,1,1,2415.0,65.0,265.0,17225.0,0.14020319303338172
3786,000239.png,4179,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004179_img_000239_cat_glass_object.png,179.0,133.0,248.0,255.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3786_object_4179_sam_mask.png,,0.9758782386779784,0.9627840909090908,cuda,vit_b,glass_object,dynamic_scene,1,1,0,1,1,7040.0,69.0,122.0,8418.0,0.8363031598954621
3787,000239.png,4180,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004180_img_000239_cat_connector.png,408.0,238.0,452.0,300.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3787_object_4180_sam_mask.png,,0.9734740257263184,0.930562347188264,cuda,vit_b,connector,dynamic_scene,1,1,0,1,1,1984.0,44.0,62.0,2728.0,0.7272727272727273
3788,000239.png,4181,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004181_img_000239_cat_plastic_object.png,151.0,314.0,264.0,450.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3788_object_4181_sam_mask.png,,0.9288269877433776,0.6396149770399152,cuda,vit_b,plastic_object,dynamic_scene,1,1,0,1,1,11318.0,113.0,136.0,15368.0,0.7364653826132223
3789,000239.png,4182,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004182_img_000239_cat_plastic_object.png,0.0,232.0,29.0,318.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3789_object_4182_sam_mask.png,,0.985375702381134,0.9871604938271604,cuda,vit_b,plastic_object,dynamic_scene,1,1,0,1,1,2022.0,29.0,86.0,2494.0,0.8107457898957497
3790,000239.png,4183,data/cogar_sim_500/rgb/000239.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/gt_binary_masks/ann_00004183_img_000239_cat_metal_part.png,166.0,164.0,188.0,228.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/cogar_sim_500/sam_box_no_table/masks/row_3790_object_4183_sam_mask.png,,0.940522849559784,0.9303571428571428,cuda,vit_b,metal_part,dynamic_scene,1,1,0,1,1,551.0,22.0,64.0,1408.0,0.3913352272727273
