model,prompt_type,split,image_path,instance_id,category,challenge,bbox_x1,bbox_y1,bbox_x2,bbox_y2,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000305.png,2590,tool,reflective_metal;partial_occlusion,121.0,245.0,253.0,277.0,0.7401166558651977,0.8261068915336005,0.7250415086746216,0.09147104350000745,10.932421471718737,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000305.png,2591,robot_gripper,reflective_metal;partial_occlusion,290.0,108.0,431.0,229.0,0.7851160236166415,0.6866960275585401,0.8465702533721924,0.11919559700004356,8.389571638284881,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000305.png,2592,robot_gripper,reflective_metal;partial_occlusion,381.0,119.0,425.0,263.0,0.860174533915113,0.7754565871435231,0.9265873432159424,0.11919559700004356,8.389571638284881,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000305.png,2593,robot_gripper,reflective_metal;partial_occlusion,326.0,162.0,366.0,275.0,0.6846064814814815,0.6084975839686113,0.8191353678703308,0.11919559700004356,8.389571638284881,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2595,glass_object,transparent_glass;partial_occlusion,149.0,132.0,244.0,329.0,0.9892585962096425,1.0,0.9828484654426575,0.09133638275000067,10.948539562127477,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2596,box,transparent_glass;partial_occlusion,443.0,145.0,596.0,249.0,0.9846073571614923,1.0,0.9816997051239014,0.09133638275000067,10.948539562127477,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2597,glass_object,transparent_glass;partial_occlusion,60.0,77.0,145.0,240.0,0.9803249097472925,1.0,0.9774865508079529,0.09133638275000067,10.948539562127477,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2598,cable,transparent_glass;partial_occlusion,377.0,180.0,494.0,333.0,0.7845303867403315,0.7525701000028012,0.942269504070282,0.09133638275000067,10.948539562127477,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2599,robot_gripper,transparent_glass;partial_occlusion,189.0,68.0,418.0,158.0,0.567739485426754,0.6295176758867189,0.8736244440078735,0.1191846123333562,8.390344864343952,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2600,robot_gripper,transparent_glass;partial_occlusion,334.0,89.0,380.0,234.0,0.9153510245213302,0.8203068565979947,0.8600331544876099,0.1191846123333562,8.390344864343952,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000306.png,2601,robot_gripper,transparent_glass;partial_occlusion,243.0,75.0,290.0,257.0,0.9511610486891385,0.9855583652121291,0.8031193017959595,0.1191846123333562,8.390344864343952,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2604,box,partial_occlusion,274.0,221.0,391.0,332.0,0.9604215169709595,0.9569415612411375,0.97758549451828,0.09132375450002428,10.950053526322488,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2605,connector,partial_occlusion;small_parts,216.0,267.0,279.0,308.0,0.956610515569168,1.0,0.9693113565444946,0.09132375450002428,10.950053526322488,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2606,connector,partial_occlusion;small_parts,264.0,118.0,310.0,155.0,0.9070945945945946,0.95738978442416,0.9688706398010254,0.09132375450002428,10.950053526322488,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2607,box,partial_occlusion,76.0,172.0,202.0,246.0,0.8374929098128191,0.7842779786662482,0.8934363126754761,0.09132375450002428,10.950053526322488,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2608,connector,partial_occlusion;small_parts,303.0,102.0,365.0,135.0,0.9081209247184351,0.967741935483871,0.9786994457244873,0.09173845600003006,10.900554070799625,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2609,connector,partial_occlusion;small_parts,329.0,374.0,379.0,479.0,0.9541203974284045,0.9947643979057591,0.9786005616188049,0.09173845600003006,10.900554070799625,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2610,plastic_object,partial_occlusion,3.0,269.0,77.0,365.0,0.9731783638801967,1.0,0.9909500479698181,0.09173845600003006,10.900554070799625,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2611,box,partial_occlusion,35.0,202.0,237.0,418.0,0.9708525799405593,0.9488242457952021,0.9543499946594238,0.09173845600003006,10.900554070799625,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2612,robot_gripper,partial_occlusion,287.0,67.0,502.0,250.0,0.8750626440813872,0.7609873570138471,0.9541171193122864,0.11921539200003888,8.388178600290757,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2613,robot_gripper,partial_occlusion,326.0,136.0,377.0,254.0,0.16761133603238867,0.37065409546258105,0.557809054851532,0.11921539200003888,8.388178600290757,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000307.png,2614,robot_gripper,partial_occlusion,378.0,83.0,422.0,229.0,0.8497624703087886,0.968748115842997,0.6826613545417786,0.11921539200003888,8.388178600290757,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2617,metal_part,small_parts;reflective_metal;partial_occlusion,179.0,154.0,248.0,203.0,0.9579870729455217,1.0,0.9797284007072449,0.0913734132499826,10.944102495812045,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2618,screw,small_parts;partial_occlusion,500.0,258.0,520.0,280.0,0.8136986301369863,0.9007311129163281,0.9538137912750244,0.0913734132499826,10.944102495812045,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2619,metal_part,small_parts;reflective_metal;partial_occlusion,183.0,296.0,251.0,369.0,0.9663838120104439,1.0,0.9730441570281982,0.0913734132499826,10.944102495812045,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2620,screw,small_parts;partial_occlusion,374.0,239.0,379.0,256.0,0.611764705882353,0.8817204301075269,0.8000434041023254,0.0913734132499826,10.944102495812045,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2621,plastic_object,small_parts;partial_occlusion,288.0,170.0,304.0,176.0,0.8227848101265823,1.0,0.8879237174987793,0.09172240550003607,10.902461558311472,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2622,connector,small_parts;partial_occlusion,434.0,197.0,505.0,244.0,0.9459203036053131,1.0,0.9853960871696472,0.09172240550003607,10.902461558311472,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2623,robot_gripper,small_parts;partial_occlusion,176.0,143.0,444.0,275.0,0.9393648823960742,0.897216069351266,0.9291121363639832,0.09172240550003607,10.902461558311472,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2624,robot_gripper,small_parts;partial_occlusion,248.0,149.0,292.0,302.0,0.8902223791034239,0.9139209343600606,0.9368654489517212,0.09172240550003607,10.902461558311472,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000308.png,2625,robot_gripper,small_parts;partial_occlusion,335.0,150.0,379.0,300.0,0.8950067476383265,0.9344828220069483,0.9428738355636597,0.3377422060000299,2.9608381251584275,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2629,metal_part,reflective_metal,113.0,131.0,194.0,223.0,0.9517009659806804,0.9970450078143126,0.9688123464584351,0.09130325924996896,10.952511533703436,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2630,tool,reflective_metal,221.0,119.0,415.0,198.0,0.7538585209003216,0.697385236132849,0.8024312257766724,0.09130325924996896,10.952511533703436,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2631,metal_part,reflective_metal,529.0,130.0,610.0,243.0,0.9620372872196704,1.0,0.9688785076141357,0.09130325924996896,10.952511533703436,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2632,connector,reflective_metal;small_parts,0.0,273.0,72.0,321.0,0.9539453484801965,0.9974424552429668,0.9912537336349487,0.09130325924996896,10.952511533703436,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2633,metal_part,reflective_metal,478.0,332.0,566.0,479.0,0.9584074941451991,0.888876918449888,0.9563542604446411,0.09183179324998036,10.889474817047786,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2634,metal_part,reflective_metal,473.0,342.0,612.0,460.0,0.8282120681420156,0.6214584071670255,0.6271752715110779,0.09183179324998036,10.889474817047786,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2635,tool,reflective_metal,181.0,128.0,413.0,202.0,0.5677463699630553,0.6227585189150974,0.9667602777481079,0.09183179324998036,10.889474817047786,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2636,tool,reflective_metal,292.0,166.0,478.0,325.0,0.9598963613833502,0.9978118161925601,0.9755521416664124,0.09183179324998036,10.889474817047786,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000310.png,2637,metal_part,reflective_metal,66.0,183.0,150.0,264.0,0.9615164793293961,1.0,0.9810813069343567,0.3381529209998462,2.9572419396621297,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2640,plastic_object,transparent_glass;partial_occlusion,104.0,79.0,176.0,169.0,0.6307166006481815,0.47737530039270853,0.910350501537323,0.09137628725000013,10.943758277944244,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2641,glass_object,transparent_glass;partial_occlusion,340.0,381.0,448.0,479.0,0.9466301023098829,0.7586568730325289,0.973755955696106,0.09137628725000013,10.943758277944244,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2642,glass_object,transparent_glass;partial_occlusion,401.0,186.0,476.0,276.0,0.9870801033591732,1.0,0.9770523905754089,0.09137628725000013,10.943758277944244,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2643,plastic_object,transparent_glass;partial_occlusion,88.0,105.0,184.0,179.0,0.6396282213772708,0.8043922369765066,0.7351507544517517,0.09137628725000013,10.943758277944244,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2644,robot_gripper,transparent_glass;partial_occlusion,179.0,137.0,465.0,324.0,0.8803490627020039,0.8868333715087745,0.9346440434455872,0.11923717733331311,8.386646030747784,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2645,robot_gripper,transparent_glass;partial_occlusion,289.0,154.0,334.0,203.0,0.9560137457044674,1.0,0.9578811526298523,0.11923717733331311,8.386646030747784,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000311.png,2646,robot_gripper,transparent_glass;partial_occlusion,344.0,231.0,390.0,279.0,0.7088698140200286,0.6889198720577381,0.560866117477417,0.11923717733331311,8.386646030747784,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2649,plastic_object,partial_occlusion,205.0,105.0,292.0,197.0,0.9444444444444444,0.8932515337423313,0.9788480997085571,0.0913878777500372,10.94237030796563,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2650,plastic_object,partial_occlusion,374.0,0.0,445.0,32.0,0.9822303921568627,1.0,0.9823426008224487,0.0913878777500372,10.94237030796563,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2651,glass_object,partial_occlusion;transparent_glass,264.0,0.0,305.0,28.0,0.9720853858784894,1.0,0.9798922538757324,0.0913878777500372,10.94237030796563,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2652,plastic_object,partial_occlusion,90.0,90.0,187.0,206.0,0.9002329724544333,0.8411587695176207,0.9811208248138428,0.0913878777500372,10.94237030796563,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2653,metal_part,partial_occlusion;reflective_metal,273.0,264.0,329.0,341.0,0.9654847819265767,1.0,0.9764949679374695,0.09168818525000688,10.9065306208569,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2654,metal_part,partial_occlusion;reflective_metal,463.0,227.0,526.0,282.0,0.9342391304347826,0.9893390191897655,0.9590567350387573,0.09168818525000688,10.9065306208569,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2655,plastic_object,partial_occlusion,400.0,92.0,518.0,208.0,0.988977013039387,1.0,0.948630154132843,0.09168818525000688,10.9065306208569,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2656,robot_gripper,partial_occlusion,187.0,0.0,503.0,317.0,0.716443405556055,0.4798955546321535,0.9121854305267334,0.09168818525000688,10.9065306208569,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2657,robot_gripper,partial_occlusion,311.0,185.0,363.0,242.0,0.9586929716399507,1.0,0.9685465097427368,0.17402346799997304,5.746351405892882,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000312.png,2658,robot_gripper,partial_occlusion,263.0,65.0,326.0,155.0,0.713953488372093,0.7245931839115751,0.9500682353973389,0.17402346799997304,5.746351405892882,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2660,plastic_object,small_parts;partial_occlusion,459.0,349.0,540.0,461.0,0.9821189092534645,1.0,0.9988982677459717,0.09134061874999588,10.948031814159844,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2661,plastic_object,small_parts;partial_occlusion,529.0,321.0,622.0,418.0,0.9697104677060133,1.0,1.0079529285430908,0.09134061874999588,10.948031814159844,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2662,screw,small_parts;partial_occlusion,377.0,451.0,399.0,471.0,0.9314079422382672,1.0,0.8635058999061584,0.09134061874999588,10.948031814159844,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2663,plastic_object,small_parts;partial_occlusion,276.0,201.0,387.0,316.0,0.9750491642084562,1.0,0.9832550287246704,0.09134061874999588,10.948031814159844,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2664,connector,small_parts;partial_occlusion,260.0,142.0,295.0,168.0,0.7488015340364333,0.6891105013051335,0.9129678606987,0.09168448924998529,10.906970286690672,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2665,metal_part,small_parts;reflective_metal;partial_occlusion,444.0,232.0,495.0,296.0,0.9615888258402444,1.0,0.9869892001152039,0.09168448924998529,10.906970286690672,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2666,plastic_object,small_parts;partial_occlusion,125.0,244.0,194.0,343.0,0.9609338881183541,0.9927849927849928,0.966915488243103,0.09168448924998529,10.906970286690672,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2667,connector,small_parts;partial_occlusion,205.0,289.0,284.0,347.0,0.9674852992044275,0.9962613544698911,0.9415382146835327,0.09168448924998529,10.906970286690672,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2668,connector,small_parts;partial_occlusion,375.0,167.0,430.0,203.0,0.8848425196850394,0.7291483573969451,0.9849539399147034,0.09152128524999625,10.926419982722445,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2669,connector,small_parts;partial_occlusion,233.0,258.0,281.0,303.0,0.9627329192546584,1.0,0.9694080948829651,0.09152128524999625,10.926419982722445,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2670,connector,small_parts;partial_occlusion,288.0,401.0,340.0,469.0,0.9755693581780538,1.0,0.9630760550498962,0.09152128524999625,10.926419982722445,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2671,cable,small_parts;partial_occlusion,90.0,186.0,288.0,479.0,0.4415078877279246,0.6575308735510266,0.8117910027503967,0.09152128524999625,10.926419982722445,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2672,metal_part,small_parts;reflective_metal;partial_occlusion,297.0,317.0,328.0,373.0,0.9648885887913572,1.0,0.9760358333587646,0.11924712700003208,8.385946271055495,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2673,robot_gripper,small_parts;partial_occlusion,277.0,27.0,362.0,230.0,0.841666051251754,0.7686472677773944,0.9267358183860779,0.11924712700003208,8.385946271055495,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000313.png,2674,robot_gripper,small_parts;partial_occlusion,345.0,117.0,379.0,227.0,0.9068883610451306,0.9910935846878908,0.9242604970932007,0.11924712700003208,8.385946271055495,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2677,plastic_object,dynamic_scene;partial_occlusion,143.0,160.0,227.0,232.0,0.9737717752984929,1.0,1.0066924095153809,0.09136552749998827,10.945047080258233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2678,cable,dynamic_scene;partial_occlusion,379.0,98.0,477.0,276.0,0.9793152639087018,1.0,0.9665647745132446,0.09136552749998827,10.945047080258233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2679,plastic_object,dynamic_scene;partial_occlusion,380.0,378.0,463.0,465.0,0.9874526986656045,1.0,0.9968089461326599,0.09136552749998827,10.945047080258233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2680,robot_gripper,dynamic_scene;partial_occlusion,276.0,42.0,402.0,239.0,0.6530812324929972,0.508801817149347,0.9449155926704407,0.09136552749998827,10.945047080258233,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2681,robot_gripper,dynamic_scene;partial_occlusion,319.0,60.0,364.0,218.0,0.7196315486470927,0.742467777686561,0.46687638759613037,0.1740143624999746,5.746652090284479,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000314.png,2682,robot_gripper,dynamic_scene;partial_occlusion,341.0,120.0,391.0,263.0,0.2543473220496174,0.5096230316526165,0.5515693426132202,0.1740143624999746,5.746652090284479,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2685,plastic_object,reflective_metal;partial_occlusion,320.0,325.0,367.0,385.0,0.9764234875444839,1.0,0.9740526676177979,0.0913528524999947,10.946565680585158,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2686,tool,reflective_metal;partial_occlusion,348.0,179.0,460.0,327.0,0.9618128409567772,1.0,0.9929429292678833,0.0913528524999947,10.946565680585158,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2687,metal_part,reflective_metal;partial_occlusion,327.0,439.0,412.0,479.0,0.9793357933579335,1.0,0.9994017481803894,0.0913528524999947,10.946565680585158,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2688,tool,reflective_metal;partial_occlusion,374.0,80.0,584.0,181.0,0.9647915823553217,1.0,0.9563947916030884,0.0913528524999947,10.946565680585158,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2689,metal_part,reflective_metal;partial_occlusion,464.0,206.0,524.0,266.0,0.9367417677642981,1.0,0.962404727935791,0.09173686874999021,10.900742674412536,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2690,robot_gripper,reflective_metal;partial_occlusion,239.0,103.0,391.0,411.0,0.899804156927159,0.9201034595879531,0.9545188546180725,0.09173686874999021,10.900742674412536,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2691,robot_gripper,reflective_metal;partial_occlusion,256.0,271.0,282.0,305.0,0.9340866290018832,1.0,0.954132080078125,0.09173686874999021,10.900742674412536,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000315.png,2692,robot_gripper,reflective_metal;partial_occlusion,287.0,184.0,334.0,226.0,0.7777777777777778,0.7014531043593131,0.938423752784729,0.09173686874999021,10.900742674412536,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2695,glass_object,transparent_glass;partial_occlusion,325.0,20.0,421.0,133.0,0.9694571534561642,0.9722223047553964,0.963424801826477,0.09131103074997782,10.951579363265953,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2696,glass_object,transparent_glass;partial_occlusion,504.0,54.0,639.0,164.0,0.9809618244918196,1.0,0.9803606867790222,0.09131103074997782,10.951579363265953,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2697,plastic_object,transparent_glass;partial_occlusion,86.0,385.0,152.0,459.0,0.978494623655914,1.0,0.9943321943283081,0.09131103074997782,10.951579363265953,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2698,robot_gripper,transparent_glass;partial_occlusion,161.0,249.0,480.0,325.0,0.8709088958042709,0.8818243133767657,0.9688257575035095,0.09131103074997782,10.951579363265953,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2699,robot_gripper,transparent_glass;partial_occlusion,356.0,279.0,402.0,328.0,0.02743022136669875,0.5516022809412898,0.753295361995697,0.17399781749998056,5.747198524487882,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000316.png,2700,robot_gripper,transparent_glass;partial_occlusion,249.0,300.0,294.0,349.0,0.8619899128839982,0.7428093704975187,0.9534473419189453,0.17399781749998056,5.747198524487882,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2703,cable,partial_occlusion,216.0,265.0,278.0,339.0,0.9442351168048229,1.0,0.9757278561592102,0.09133867500003134,10.948264795823421,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2704,connector,partial_occlusion;small_parts,327.0,393.0,440.0,454.0,0.9806256665481692,1.0,0.9713207483291626,0.09133867500003134,10.948264795823421,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2705,plastic_object,partial_occlusion,281.0,293.0,383.0,384.0,0.9858112276372609,1.0,0.9844815135002136,0.09133867500003134,10.948264795823421,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2706,box,partial_occlusion,127.0,148.0,293.0,288.0,0.9813374805598756,0.9984276729559748,0.9619598984718323,0.09133867500003134,10.948264795823421,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2707,plastic_object,partial_occlusion,294.0,140.0,340.0,205.0,0.9891213389121339,1.0,1.0010076761245728,0.0916662967499633,10.909134932413428,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2708,box,partial_occlusion,377.0,233.0,518.0,387.0,0.976305049643662,0.9718442340252085,0.9820969104766846,0.0916662967499633,10.909134932413428,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2709,plastic_object,partial_occlusion,140.0,153.0,178.0,174.0,0.9382470119521913,1.0,0.9785962700843811,0.0916662967499633,10.909134932413428,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2710,robot_gripper,partial_occlusion,324.0,103.0,408.0,235.0,0.9686860171022522,0.9718188040900143,0.880661129951477,0.0916662967499633,10.909134932413428,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2711,robot_gripper,partial_occlusion,345.0,122.0,386.0,254.0,0.1966188901139287,0.40082751486940776,0.5661799311637878,0.17391666749995238,5.74988018327958,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000317.png,2712,robot_gripper,partial_occlusion,372.0,145.0,420.0,292.0,0.8852284803400637,0.9767311466218112,0.9150834083557129,0.17391666749995238,5.74988018327958,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2716,plastic_object,dynamic_scene;partial_occlusion,344.0,361.0,394.0,399.0,0.9028642590286425,0.8447871777424966,0.9406523704528809,0.09131751949996669,10.950801176770518,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2717,plastic_object,dynamic_scene;partial_occlusion,440.0,188.0,530.0,250.0,0.9673629242819843,1.0,0.9497095942497253,0.09131751949996669,10.950801176770518,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2718,connector,dynamic_scene;partial_occlusion;small_parts,313.0,274.0,382.0,343.0,0.8902439024390244,0.8614818223653935,0.9770537614822388,0.09131751949996669,10.950801176770518,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2719,robot_gripper,dynamic_scene;partial_occlusion,128.0,134.0,388.0,279.0,0.8319403191268909,0.8235088606504485,0.9767103791236877,0.09131751949996669,10.950801176770518,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2720,robot_gripper,dynamic_scene;partial_occlusion,216.0,142.0,261.0,179.0,0.9293598233995585,1.0,0.9665446281433105,0.17320077950000723,5.773646070686179,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000319.png,2721,robot_gripper,dynamic_scene;partial_occlusion,287.0,187.0,330.0,235.0,0.9342313787638669,1.0,0.9854899048805237,0.17320077950000723,5.773646070686179,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2723,plastic_object,reflective_metal,235.0,458.0,292.0,479.0,0.9720430107526882,1.0,0.9722157716751099,0.09134891925003785,10.947037011601926,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2724,box,reflective_metal,194.0,155.0,390.0,348.0,0.9883000320547067,1.0,0.9753620624542236,0.09134891925003785,10.947037011601926,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2725,metal_part,reflective_metal,258.0,99.0,327.0,189.0,0.9614939200926462,0.9941335024575869,0.9741342663764954,0.09134891925003785,10.947037011601926,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2726,metal_part,reflective_metal,345.0,22.0,417.0,115.0,0.9299945165417657,0.8397195255525702,0.9369260668754578,0.09134891925003785,10.947037011601926,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2727,metal_part,reflective_metal,194.0,99.0,263.0,182.0,0.9415880742318223,0.9626394953905871,0.9668785929679871,0.0914283519999799,10.937526250065405,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2728,tool,reflective_metal,327.0,51.0,579.0,153.0,0.930462690558973,0.9349522555964722,0.9275279641151428,0.0914283519999799,10.937526250065405,cuda
EfficientSAM-Ti,box,train,data/cogar_sim_500_final/rgb/000320.png,2729,connector,reflective_metal;small_parts,432.0,299.0,506.0,351.0,0.9708809436048654,1.0,0.9663812518119812,0.0914283519999799,10.937526250065405,cuda
