image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,area_ratio,bbox_area_ratio,bbox_width_ratio,bbox_height_ratio
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,2,12610,318,144,442,288,370,206,0.041048,0.059001,0.195312,0.302083
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,3,636,399,354,460,395,429,374,0.002070,0.008477,0.096875,0.087500
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,4,3617,168,318,242,377,204,347,0.011774,0.014648,0.117188,0.125000
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,5,3828,181,154,273,237,220,191,0.012461,0.025430,0.145313,0.175000
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,6,3213,474,168,534,245,504,203,0.010459,0.015488,0.095312,0.162500
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,7,8560,250,299,369,455,307,374,0.027865,0.061328,0.187500,0.327083
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,8,1096,491,86,527,126,508,105,0.003568,0.004938,0.057813,0.085417
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,9,1339,456,359,494,439,474,398,0.004359,0.010283,0.060937,0.168750
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,10,1479,479,260,529,320,506,286,0.004814,0.010127,0.079687,0.127083
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,11,9223,376,224,502,320,438,266,0.030023,0.040101,0.198437,0.202083
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,12,5099,262,165,323,300,294,233,0.016598,0.027448,0.096875,0.283333
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,13,1752,362,272,401,340,381,309,0.005703,0.008984,0.062500,0.143750
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,14,4759,219,190,274,313,247,249,0.015492,0.022604,0.087500,0.258333
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,15,978,451,310,487,362,467,342,0.003184,0.006383,0.057813,0.110417
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,16,1801,483,315,539,371,512,342,0.005863,0.010576,0.089063,0.118750
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,17,7722,412,68,495,205,457,130,0.025137,0.037734,0.131250,0.287500
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,18,1350,263,200,307,239,286,219,0.004395,0.005859,0.070312,0.083333
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,19,8485,83,150,190,269,136,214,0.027620,0.042188,0.168750,0.250000
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,20,1355,288,366,332,418,310,392,0.004411,0.007764,0.070312,0.110417
1319,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/rgb/result_2018-08-20-15-10-05.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq12/label/result_2018-08-20-15-10-05.png,result_2018-08-20-15-10-05.png,ARID20/floor/top/seq12,ARID20,floor,top,seq12,seq12,seq12,21,1490,467,293,507,346,486,318,0.004850,0.007207,0.064062,0.112500
1320,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-29-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-29-29.png,result_2018-08-24-16-29-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18533,225,243,457,386,338,313,0.060329,0.109219,0.364063,0.300000
1321,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-29-51.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-29-51.png,result_2018-08-24-16-29-51.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18519,225,243,458,386,338,313,0.060283,0.109687,0.365625,0.300000
1321,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-29-51.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-29-51.png,result_2018-08-24-16-29-51.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,845,391,396,468,423,427,409,0.002751,0.007109,0.121875,0.058333
1322,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-18.png,result_2018-08-24-16-30-18.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18523,226,243,457,386,338,313,0.060296,0.108750,0.362500,0.300000
1322,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-18.png,result_2018-08-24-16-30-18.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,852,391,396,468,423,427,409,0.002773,0.007109,0.121875,0.058333
1322,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-18.png,result_2018-08-24-16-30-18.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6639,370,143,488,232,429,186,0.021611,0.034863,0.185938,0.187500
1323,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-38.png,result_2018-08-24-16-30-38.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18531,225,243,457,386,338,313,0.060322,0.109219,0.364063,0.300000
1323,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-38.png,result_2018-08-24-16-30-38.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,856,391,396,468,423,427,409,0.002786,0.007109,0.121875,0.058333
1323,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-38.png,result_2018-08-24-16-30-38.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6651,370,143,488,232,429,186,0.021650,0.034863,0.185938,0.187500
1323,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-30-38.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-30-38.png,result_2018-08-24-16-30-38.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6042,190,186,298,290,245,237,0.019668,0.037256,0.170313,0.218750
1324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-08.png,result_2018-08-24-16-31-08.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18533,225,243,457,386,338,313,0.060329,0.109219,0.364063,0.300000
1324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-08.png,result_2018-08-24-16-31-08.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,862,391,396,468,423,428,409,0.002806,0.007109,0.121875,0.058333
1324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-08.png,result_2018-08-24-16-31-08.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6408,376,143,488,232,431,186,0.020859,0.033105,0.176563,0.187500
1324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-08.png,result_2018-08-24-16-31-08.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6063,190,186,298,290,245,237,0.019736,0.037256,0.170313,0.218750
1324,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-08.png,result_2018-08-24-16-31-08.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,6,5159,285,144,383,231,334,186,0.016794,0.028359,0.154688,0.183333
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18535,225,242,457,386,338,313,0.060335,0.109977,0.364063,0.302083
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,851,391,397,468,423,427,409,0.002770,0.006855,0.121875,0.056250
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6403,376,143,488,232,431,186,0.020843,0.033105,0.176563,0.187500
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6051,190,186,299,290,245,237,0.019697,0.037598,0.171875,0.218750
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,6,5170,285,144,383,231,334,186,0.016829,0.028359,0.154688,0.183333
1325,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-29.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-29.png,result_2018-08-24-16-31-29.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,7,1431,314,371,382,435,347,403,0.004658,0.014600,0.107813,0.135417
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18533,225,243,457,386,338,313,0.060329,0.109219,0.364063,0.300000
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,856,391,397,468,423,427,409,0.002786,0.006855,0.121875,0.056250
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6402,376,143,488,232,431,186,0.020840,0.033105,0.176563,0.187500
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6034,190,185,298,291,245,237,0.019642,0.037965,0.170313,0.222917
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,6,5168,284,144,383,231,334,186,0.016823,0.028646,0.156250,0.183333
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,7,1424,314,371,382,435,347,403,0.004635,0.014600,0.107813,0.135417
1326,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-31-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-31-52.png,result_2018-08-24-16-31-52.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,8,1809,498,196,551,240,524,217,0.005889,0.007910,0.084375,0.093750
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18545,225,243,457,386,338,313,0.060368,0.109219,0.364063,0.300000
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,866,391,396,468,423,427,409,0.002819,0.007109,0.121875,0.058333
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6414,376,143,488,232,431,186,0.020879,0.033105,0.176563,0.187500
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6058,190,186,299,291,245,237,0.019720,0.037956,0.171875,0.220833
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,6,5174,284,144,383,231,334,186,0.016842,0.028646,0.156250,0.183333
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,7,1435,314,371,382,435,347,403,0.004671,0.014600,0.107813,0.135417
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,8,1803,498,196,551,241,524,217,0.005869,0.008086,0.084375,0.095833
1327,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-14.png,result_2018-08-24-16-32-14.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,9,1373,472,255,513,295,492,275,0.004469,0.005605,0.065625,0.085417
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,2,18574,225,242,458,386,338,313,0.060462,0.110449,0.365625,0.302083
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,3,896,391,396,468,423,427,409,0.002917,0.007109,0.121875,0.058333
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,4,6420,375,143,488,232,431,186,0.020898,0.033398,0.178125,0.187500
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,5,6042,190,186,299,289,245,237,0.019668,0.037240,0.171875,0.216667
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,6,5197,284,143,383,231,334,186,0.016917,0.028971,0.156250,0.185417
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,7,1440,314,371,382,435,347,403,0.004687,0.014600,0.107813,0.135417
1328,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/rgb/result_2018-08-24-16-32-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq13/label/result_2018-08-24-16-32-40.png,result_2018-08-24-16-32-40.png,ARID20/floor/top/seq13,ARID20,floor,top,seq13,seq13,seq13,8,1811,498,196,551,242,524,217,0.005895,0.008262,0.084375,0.097917
