image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,7,1401,321,156,348,219,333,188
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,8,4073,397,264,499,339,445,302
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,9,3742,172,273,239,373,202,339
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,10,4647,300,253,385,344,338,296
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,11,1135,350,304,382,355,365,328
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,12,3957,423,315,519,396,470,355
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,13,1120,327,103,365,143,347,122
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,14,5230,153,366,262,425,208,395
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,15,898,292,356,311,417,301,386
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,16,676,280,392,338,445,308,419
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,17,1261,318,343,386,376,351,359
1196,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-35-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-35-54.png,result_2018-08-20-11-35-54.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,18,8429,172,182,259,323,215,252
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,1,222528,3,11,609,471,303,231
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,2,7167,367,166,487,262,426,214
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,3,2023,276,97,332,145,304,120
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,4,4823,161,161,268,250,220,195
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,5,596,397,373,443,427,420,400
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,6,1551,264,335,294,410,279,373
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,7,1397,321,157,348,219,333,188
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,8,4062,397,264,499,339,445,302
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,9,3732,172,273,239,373,203,338
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,10,3440,300,252,385,344,339,301
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,11,1133,353,304,382,356,366,328
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,12,3974,423,316,519,397,470,355
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,13,1118,326,103,365,143,347,122
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,14,5317,153,366,265,425,208,395
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,15,872,292,356,311,417,301,387
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,16,682,280,392,339,445,308,419
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,17,1256,318,342,386,376,351,359
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,18,8404,172,182,259,323,215,252
1197,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-36-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-36-44.png,result_2018-08-20-11-36-44.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,19,1209,315,260,358,306,336,283
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,1,222527,3,11,609,471,303,231
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,2,7151,367,166,487,261,427,213
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,3,2029,276,97,332,145,304,120
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,4,4822,159,161,267,250,220,195
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,5,585,398,373,443,427,420,399
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,6,1533,265,335,293,410,279,373
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,7,1398,321,156,348,219,333,188
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,8,3036,397,264,499,337,441,301
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,9,3730,172,273,239,373,203,339
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,10,3404,300,252,385,343,339,301
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,11,1118,351,304,382,355,365,328
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,12,3968,423,315,519,396,470,355
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,13,1124,327,103,365,143,347,122
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,14,5283,153,366,263,425,208,395
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,15,887,292,356,312,417,302,386
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,16,689,279,392,339,444,308,419
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,17,1281,318,343,386,377,351,359
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,18,8439,172,182,259,323,215,252
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,19,1224,315,259,359,306,336,282
1198,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-31.png,result_2018-08-20-11-37-31.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,20,1026,438,285,474,324,456,304
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,1,221866,3,11,609,471,303,231
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,2,7134,367,166,487,261,427,213
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,3,2034,276,97,332,145,303,120
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,4,4041,160,160,268,250,217,199
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,5,582,398,373,443,427,420,399
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,6,1532,265,335,294,410,279,373
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,7,1394,321,156,348,219,333,188
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,8,3060,397,264,499,339,441,301
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,9,3747,172,273,239,373,203,339
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,10,3399,300,253,385,344,339,301
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,11,1136,352,304,382,355,366,328
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,12,3984,423,315,519,396,470,355
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,13,1113,326,103,365,144,347,122
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,14,5247,153,365,262,425,208,395
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,15,890,292,356,311,417,302,386
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,16,705,279,392,339,445,308,419
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,17,1256,318,343,387,376,352,359
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,18,8426,172,182,259,323,215,252
1199,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/rgb/result_2018-08-20-11-37-55.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/top/seq06/label/result_2018-08-20-11-37-55.png,result_2018-08-20-11-37-55.png,ARID20/floor/top/seq06,ARID20,floor,top,seq06,seq06,seq06,19,1229,315,259,359,306,336,282
