image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id,category_name,object_id,area,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,point_x,point_y,area_ratio,bbox_area_ratio,bbox_width_ratio,bbox_height_ratio,binary_mask_path
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,3,11374,225,157,437,270,331,227,0.037025,0.079043,0.332813,0.237500,outputs/ocid_full/gt_binary_masks/11561_result_2018-08-21-16-14-45_obj3.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,4,10974,116,270,290,370,200,319,0.035723,0.057536,0.273438,0.210417,outputs/ocid_full/gt_binary_masks/11562_result_2018-08-21-16-14-45_obj4.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,5,10529,472,115,575,287,527,190,0.034274,0.058568,0.162500,0.360417,outputs/ocid_full/gt_binary_masks/11563_result_2018-08-21-16-14-45_obj5.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,6,1954,377,324,475,364,427,344,0.006361,0.013213,0.154688,0.085417,outputs/ocid_full/gt_binary_masks/11564_result_2018-08-21-16-14-45_obj6.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,7,1093,113,200,154,238,130,219,0.003558,0.005332,0.065625,0.081250,outputs/ocid_full/gt_binary_masks/11565_result_2018-08-21-16-14-45_obj7.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,8,5461,452,231,526,337,489,281,0.017777,0.026123,0.117188,0.222917,outputs/ocid_full/gt_binary_masks/11566_result_2018-08-21-16-14-45_obj8.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,9,2365,34,239,94,289,62,263,0.007699,0.010127,0.095312,0.106250,outputs/ocid_full/gt_binary_masks/11567_result_2018-08-21-16-14-45_obj9.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,10,10247,259,245,418,329,344,288,0.033356,0.044271,0.250000,0.177083,outputs/ocid_full/gt_binary_masks/11568_result_2018-08-21-16-14-45_obj10.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,11,2748,417,304,538,377,480,340,0.008945,0.029388,0.190625,0.154167,outputs/ocid_full/gt_binary_masks/11569_result_2018-08-21-16-14-45_obj11.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,12,777,92,234,138,269,112,246,0.002529,0.005508,0.073438,0.075000,outputs/ocid_full/gt_binary_masks/11570_result_2018-08-21-16-14-45_obj12.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,13,6733,421,142,497,300,456,209,0.021917,0.039854,0.120313,0.331250,outputs/ocid_full/gt_binary_masks/11571_result_2018-08-21-16-14-45_obj13.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,14,2213,102,248,162,300,128,271,0.007204,0.010524,0.095312,0.110417,outputs/ocid_full/gt_binary_masks/11572_result_2018-08-21-16-14-45_obj14.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,15,2098,138,215,191,274,167,243,0.006829,0.010547,0.084375,0.125000,outputs/ocid_full/gt_binary_masks/11573_result_2018-08-21-16-14-45_obj15.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,16,3875,178,184,236,283,207,235,0.012614,0.019206,0.092188,0.208333,outputs/ocid_full/gt_binary_masks/11574_result_2018-08-21-16-14-45_obj16.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,17,2933,502,282,595,345,550,316,0.009548,0.019583,0.146875,0.133333,outputs/ocid_full/gt_binary_masks/11575_result_2018-08-21-16-14-45_obj17.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,18,8196,206,147,370,210,289,175,0.026680,0.034375,0.257812,0.133333,outputs/ocid_full/gt_binary_masks/11576_result_2018-08-21-16-14-45_obj18.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,19,4984,200,115,376,155,286,134,0.016224,0.023623,0.276562,0.085417,outputs/ocid_full/gt_binary_masks/11577_result_2018-08-21-16-14-45_obj19.png
1547,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-14-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-14-45.png,result_2018-08-21-16-14-45.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,20,3227,362,116,413,205,391,161,0.010505,0.015234,0.081250,0.187500,outputs/ocid_full/gt_binary_masks/11578_result_2018-08-21-16-14-45_obj20.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,3,9853,226,162,437,270,342,229,0.032074,0.075221,0.331250,0.227083,outputs/ocid_full/gt_binary_masks/11579_result_2018-08-21-16-15-15_obj3.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,4,11019,115,270,289,370,200,319,0.035869,0.057536,0.273438,0.210417,outputs/ocid_full/gt_binary_masks/11580_result_2018-08-21-16-15-15_obj4.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,5,10560,472,115,575,287,526,190,0.034375,0.058568,0.162500,0.360417,outputs/ocid_full/gt_binary_masks/11581_result_2018-08-21-16-15-15_obj5.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,6,1974,378,324,477,365,428,345,0.006426,0.013672,0.156250,0.087500,outputs/ocid_full/gt_binary_masks/11582_result_2018-08-21-16-15-15_obj6.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,7,1093,112,200,154,239,130,219,0.003558,0.005599,0.067187,0.083333,outputs/ocid_full/gt_binary_masks/11583_result_2018-08-21-16-15-15_obj7.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,8,5497,446,231,526,337,489,282,0.017894,0.028213,0.126562,0.222917,outputs/ocid_full/gt_binary_masks/11584_result_2018-08-21-16-15-15_obj8.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,9,2355,34,240,94,289,62,263,0.007666,0.009928,0.095312,0.104167,outputs/ocid_full/gt_binary_masks/11585_result_2018-08-21-16-15-15_obj9.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,10,10318,260,245,418,329,344,287,0.033587,0.043994,0.248438,0.177083,outputs/ocid_full/gt_binary_masks/11586_result_2018-08-21-16-15-15_obj10.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,11,2784,416,303,541,377,481,340,0.009062,0.030762,0.196875,0.156250,outputs/ocid_full/gt_binary_masks/11587_result_2018-08-21-16-15-15_obj11.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,12,787,91,234,138,268,112,246,0.002562,0.005469,0.075000,0.072917,outputs/ocid_full/gt_binary_masks/11588_result_2018-08-21-16-15-15_obj12.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,13,6533,423,144,496,299,456,209,0.021266,0.037578,0.115625,0.325000,outputs/ocid_full/gt_binary_masks/11589_result_2018-08-21-16-15-15_obj13.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,14,2203,102,247,161,300,129,271,0.007171,0.010547,0.093750,0.112500,outputs/ocid_full/gt_binary_masks/11590_result_2018-08-21-16-15-15_obj14.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,15,2100,138,214,191,274,167,243,0.006836,0.010723,0.084375,0.127083,outputs/ocid_full/gt_binary_masks/11591_result_2018-08-21-16-15-15_obj15.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,16,3882,179,186,236,287,207,235,0.012637,0.019258,0.090625,0.212500,outputs/ocid_full/gt_binary_masks/11592_result_2018-08-21-16-15-15_obj16.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,17,2928,501,282,595,345,550,316,0.009531,0.019792,0.148438,0.133333,outputs/ocid_full/gt_binary_masks/11593_result_2018-08-21-16-15-15_obj17.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,18,7441,207,147,373,210,293,173,0.024222,0.034792,0.260937,0.133333,outputs/ocid_full/gt_binary_masks/11594_result_2018-08-21-16-15-15_obj18.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,19,4950,200,115,376,154,285,134,0.016113,0.023047,0.276562,0.083333,outputs/ocid_full/gt_binary_masks/11595_result_2018-08-21-16-15-15_obj19.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,20,3130,368,119,413,205,392,160,0.010189,0.013027,0.071875,0.181250,outputs/ocid_full/gt_binary_masks/11596_result_2018-08-21-16-15-15_obj20.png
1548,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-15.png,result_2018-08-21-16-15-15.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,21,2234,222,188,302,224,260,206,0.007272,0.009756,0.126562,0.077083,outputs/ocid_full/gt_binary_masks/11597_result_2018-08-21-16-15-15_obj21.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,3,9813,226,161,435,270,341,229,0.031943,0.075195,0.328125,0.229167,outputs/ocid_full/gt_binary_masks/11598_result_2018-08-21-16-15-44_obj3.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,4,10991,115,270,288,370,200,320,0.035778,0.057207,0.271875,0.210417,outputs/ocid_full/gt_binary_masks/11599_result_2018-08-21-16-15-44_obj4.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,5,9113,472,115,574,287,529,185,0.029665,0.058005,0.160938,0.360417,outputs/ocid_full/gt_binary_masks/11600_result_2018-08-21-16-15-44_obj5.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,6,1961,376,324,477,365,427,344,0.006383,0.013945,0.159375,0.087500,outputs/ocid_full/gt_binary_masks/11601_result_2018-08-21-16-15-44_obj6.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,7,1103,112,200,154,239,130,219,0.003590,0.005599,0.067187,0.083333,outputs/ocid_full/gt_binary_masks/11602_result_2018-08-21-16-15-44_obj7.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,8,4650,452,242,526,337,489,288,0.015137,0.023438,0.117188,0.200000,outputs/ocid_full/gt_binary_masks/11603_result_2018-08-21-16-15-44_obj8.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,9,2356,34,240,94,289,62,263,0.007669,0.009928,0.095312,0.104167,outputs/ocid_full/gt_binary_masks/11604_result_2018-08-21-16-15-44_obj9.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,10,10368,258,245,418,329,344,287,0.033750,0.044548,0.251563,0.177083,outputs/ocid_full/gt_binary_masks/11605_result_2018-08-21-16-15-44_obj10.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,11,2769,416,303,539,377,480,340,0.009014,0.030273,0.193750,0.156250,outputs/ocid_full/gt_binary_masks/11606_result_2018-08-21-16-15-44_obj11.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,12,798,91,233,138,267,112,246,0.002598,0.005469,0.075000,0.072917,outputs/ocid_full/gt_binary_masks/11607_result_2018-08-21-16-15-44_obj12.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,13,5851,416,143,489,301,451,209,0.019046,0.038301,0.115625,0.331250,outputs/ocid_full/gt_binary_masks/11608_result_2018-08-21-16-15-44_obj13.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,14,2184,102,247,161,300,128,271,0.007109,0.010547,0.093750,0.112500,outputs/ocid_full/gt_binary_masks/11609_result_2018-08-21-16-15-44_obj14.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,15,2089,138,215,191,275,167,244,0.006800,0.010723,0.084375,0.127083,outputs/ocid_full/gt_binary_masks/11610_result_2018-08-21-16-15-44_obj15.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,16,4017,172,182,236,286,207,235,0.013076,0.022217,0.101562,0.218750,outputs/ocid_full/gt_binary_masks/11611_result_2018-08-21-16-15-44_obj16.png
1549,20,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/rgb/result_2018-08-21-16-15-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/table/bottom/seq10/label/result_2018-08-21-16-15-44.png,result_2018-08-21-16-15-44.png,ARID20/table/bottom/seq10,ARID20,table,bottom,seq10,seq10,seq10,17,2916,502,283,595,345,550,316,0.009492,0.019277,0.146875,0.131250,outputs/ocid_full/gt_binary_masks/11612_result_2018-08-21-16-15-44_obj17.png
