image_id,frame_index,image_path,label_path,file_name,sequence,object_set,surface,camera_view,scene_type,sequence_id
950,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-45-20.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-45-20.png,result_2018-08-20-11-45-20.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
951,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-45-49.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-45-49.png,result_2018-08-20-11-45-49.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
952,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-46-25.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-46-25.png,result_2018-08-20-11-46-25.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
953,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-46-56.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-46-56.png,result_2018-08-20-11-46-56.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
954,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-47-50.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-47-50.png,result_2018-08-20-11-47-50.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
955,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-48-23.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-48-23.png,result_2018-08-20-11-48-23.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
956,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-48-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-48-58.png,result_2018-08-20-11-48-58.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
957,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-49-36.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-49-36.png,result_2018-08-20-11-49-36.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
958,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-50-06.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-50-06.png,result_2018-08-20-11-50-06.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
959,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/rgb/result_2018-08-20-11-51-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq07/label/result_2018-08-20-11-51-41.png,result_2018-08-20-11-51-41.png,ARID20/floor/bottom/seq07,ARID20,floor,bottom,seq07,seq07
960,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-54-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-54-04.png,result_2018-08-20-11-54-04.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
961,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-54-28.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-54-28.png,result_2018-08-20-11-54-28.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
962,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-55-12.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-55-12.png,result_2018-08-20-11-55-12.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
963,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-55-42.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-55-42.png,result_2018-08-20-11-55-42.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
964,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-56-39.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-56-39.png,result_2018-08-20-11-56-39.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
965,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-57-06.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-57-06.png,result_2018-08-20-11-57-06.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
966,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-57-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-57-37.png,result_2018-08-20-11-57-37.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
967,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-58-27.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-58-27.png,result_2018-08-20-11-58-27.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
968,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-58-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-58-58.png,result_2018-08-20-11-58-58.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
969,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-11-59-44.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-11-59-44.png,result_2018-08-20-11-59-44.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
970,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-00-18.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-00-18.png,result_2018-08-20-12-00-18.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
971,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-01-09.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-01-09.png,result_2018-08-20-12-01-09.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
972,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-01-57.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-01-57.png,result_2018-08-20-12-01-57.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
973,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-02-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-02-30.png,result_2018-08-20-12-02-30.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
974,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-03-03.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-03-03.png,result_2018-08-20-12-03-03.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
975,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-03-53.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-03-53.png,result_2018-08-20-12-03-53.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
976,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-05-15.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-05-15.png,result_2018-08-20-12-05-15.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
977,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-06-21.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-06-21.png,result_2018-08-20-12-06-21.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
978,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-07-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-07-45.png,result_2018-08-20-12-07-45.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
979,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/rgb/result_2018-08-20-12-08-09.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq08/label/result_2018-08-20-12-08-09.png,result_2018-08-20-12-08-09.png,ARID20/floor/bottom/seq08,ARID20,floor,bottom,seq08,seq08
980,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-03-47.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-03-47.png,result_2018-08-20-14-03-47.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
981,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-04-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-04-13.png,result_2018-08-20-14-04-13.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
982,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-04-30.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-04-30.png,result_2018-08-20-14-04-30.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
983,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-05-10.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-05-10.png,result_2018-08-20-14-05-10.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
984,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-05-51.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-05-51.png,result_2018-08-20-14-05-51.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
985,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-06-20.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-06-20.png,result_2018-08-20-14-06-20.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
986,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-07-08.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-07-08.png,result_2018-08-20-14-07-08.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
987,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-07-39.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-07-39.png,result_2018-08-20-14-07-39.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
988,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-08-25.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-08-25.png,result_2018-08-20-14-08-25.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
989,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-09-51.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-09-51.png,result_2018-08-20-14-09-51.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
990,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-10-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-10-35.png,result_2018-08-20-14-10-35.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
991,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-11-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-11-04.png,result_2018-08-20-14-11-04.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
992,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-11-32.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-11-32.png,result_2018-08-20-14-11-32.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
993,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-12-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-12-04.png,result_2018-08-20-14-12-04.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
994,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-12-31.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-12-31.png,result_2018-08-20-14-12-31.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
995,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-13-09.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-13-09.png,result_2018-08-20-14-13-09.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
996,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-13-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-13-54.png,result_2018-08-20-14-13-54.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
997,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-14-35.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-14-35.png,result_2018-08-20-14-14-35.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
998,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-16-19.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-16-19.png,result_2018-08-20-14-16-19.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
999,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/rgb/result_2018-08-20-14-17-17.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq09/label/result_2018-08-20-14-17-17.png,result_2018-08-20-14-17-17.png,ARID20/floor/bottom/seq09,ARID20,floor,bottom,seq09,seq09
1000,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-20-25.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-20-25.png,result_2018-08-20-14-20-25.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1001,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-21-04.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-21-04.png,result_2018-08-20-14-21-04.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1002,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-21-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-21-40.png,result_2018-08-20-14-21-40.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1003,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-22-58.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-22-58.png,result_2018-08-20-14-22-58.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1004,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-23-39.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-23-39.png,result_2018-08-20-14-23-39.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1005,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-24-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-24-37.png,result_2018-08-20-14-24-37.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1006,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-25-32.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-25-32.png,result_2018-08-20-14-25-32.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1007,7,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-26-25.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-26-25.png,result_2018-08-20-14-26-25.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1008,8,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-26-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-26-45.png,result_2018-08-20-14-26-45.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1009,9,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-28-00.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-28-00.png,result_2018-08-20-14-28-00.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1010,10,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-28-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-28-40.png,result_2018-08-20-14-28-40.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1011,11,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-29-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-29-07.png,result_2018-08-20-14-29-07.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1012,12,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-29-37.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-29-37.png,result_2018-08-20-14-29-37.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1013,13,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-30-12.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-30-12.png,result_2018-08-20-14-30-12.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1014,14,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-30-45.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-30-45.png,result_2018-08-20-14-30-45.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1015,15,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-31-17.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-31-17.png,result_2018-08-20-14-31-17.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1016,16,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-33-40.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-33-40.png,result_2018-08-20-14-33-40.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1017,17,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-34-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-34-07.png,result_2018-08-20-14-34-07.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1018,18,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-34-52.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-34-52.png,result_2018-08-20-14-34-52.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1019,19,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/rgb/result_2018-08-20-14-36-13.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq10/label/result_2018-08-20-14-36-13.png,result_2018-08-20-14-36-13.png,ARID20/floor/bottom/seq10,ARID20,floor,bottom,seq10,seq10
1020,0,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-41-14.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-41-14.png,result_2018-08-20-14-41-14.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
1021,1,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-41-41.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-41-41.png,result_2018-08-20-14-41-41.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
1022,2,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-42-24.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-42-24.png,result_2018-08-20-14-42-24.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
1023,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-42-54.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-42-54.png,result_2018-08-20-14-42-54.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
1024,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-43-34.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-43-34.png,result_2018-08-20-14-43-34.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
1025,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/rgb/result_2018-08-20-14-44-07.png,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID20/floor/bottom/seq11/label/result_2018-08-20-14-44-07.png,result_2018-08-20-14-44-07.png,ARID20/floor/bottom/seq11,ARID20,floor,bottom,seq11,seq11
